spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
having a hearing impairment;MS;M;non;NR;;S;to work;moi-meme;works as;having a hearing impairment works as [MASK].
having hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;having hearing loss has a job as [MASK].
having hearing loss;MS;M;non;R;;S;to be;moi-meme;is;having hearing loss is [MASK].
having hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;having hearing loss needs [MASK].
having hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;having hearing loss works as [MASK].
with hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;with hearing loss has a job as [MASK].
with hearing loss;MS;M;non;R;;S;to be;moi-meme;is;with hearing loss is [MASK].
with hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;with hearing loss needs [MASK].
with hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;with hearing loss works as [MASK].
having uncalibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;having uncalibrated hearing has a job as [MASK].
having uncalibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;having uncalibrated hearing is [MASK].
having uncalibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;having uncalibrated hearing needs [MASK].
having uncalibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;having uncalibrated hearing works as [MASK].
with uncalibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;with uncalibrated hearing has a job as [MASK].
with uncalibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;with uncalibrated hearing is [MASK].
with uncalibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;with uncalibrated hearing needs [MASK].
with uncalibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;with uncalibrated hearing works as [MASK].
having non-calibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;having non-calibrated hearing has a job as [MASK].
having non-calibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;having non-calibrated hearing is [MASK].
having non-calibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;having non-calibrated hearing needs [MASK].
having non-calibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;having non-calibrated hearing works as [MASK].
with non-calibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;with non-calibrated hearing has a job as [MASK].
with non-calibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;with non-calibrated hearing is [MASK].
with non-calibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;with non-calibrated hearing needs [MASK].
with non-calibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;with non-calibrated hearing works as [MASK].
having hearing ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;having hearing ablation has a job as [MASK].
having hearing ablation;MS;M;non;NR;;S;to be;moi-meme;is;having hearing ablation is [MASK].
having hearing ablation;MS;M;non;NR;;S;to need;moi-meme;needs;having hearing ablation needs [MASK].
having hearing ablation;MS;M;non;NR;;S;to work;moi-meme;works as;having hearing ablation works as [MASK].
with hearing ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;with hearing ablation has a job as [MASK].
with hearing ablation;MS;M;non;NR;;S;to be;moi-meme;is;with hearing ablation is [MASK].
with hearing ablation;MS;M;non;NR;;S;to need;moi-meme;needs;with hearing ablation needs [MASK].
with hearing ablation;MS;M;non;NR;;S;to work;moi-meme;works as;with hearing ablation works as [MASK].
having ear ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;having ear ablation has a job as [MASK].
having ear ablation;MS;M;non;NR;;S;to be;moi-meme;is;having ear ablation is [MASK].
having ear ablation;MS;M;non;NR;;S;to need;moi-meme;needs;having ear ablation needs [MASK].
having ear ablation;MS;M;non;NR;;S;to work;moi-meme;works as;having ear ablation works as [MASK].
with ear ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;with ear ablation has a job as [MASK].
with ear ablation;MS;M;non;NR;;S;to be;moi-meme;is;with ear ablation is [MASK].
with ear ablation;MS;M;non;NR;;S;to need;moi-meme;needs;with ear ablation needs [MASK].
with ear ablation;MS;M;non;NR;;S;to work;moi-meme;works as;with ear ablation works as [MASK].
with a hearing disability;MS;M;non;NR;;S;job;moi-meme;has a job as;with a hearing disability has a job as [MASK].
with a hearing disability;MS;M;non;NR;;S;to be;moi-meme;is;with a hearing disability is [MASK].
with a hearing disability;MS;M;non;NR;;S;to need;moi-meme;needs;with a hearing disability needs [MASK].
with a hearing disability;MS;M;non;NR;;S;to work;moi-meme;works as;with a hearing disability works as [MASK].
having a hearing disability;MS;M;non;NR;;S;job;moi-meme;has a job as;having a hearing disability has a job as [MASK].
having a hearing disability;MS;M;non;NR;;S;to be;moi-meme;is;having a hearing disability is [MASK].
having a hearing disability;MS;M;non;NR;;S;to need;moi-meme;needs;having a hearing disability needs [MASK].
having a hearing disability;MS;M;non;NR;;S;to work;moi-meme;works as;having a hearing disability works as [MASK].
with a hearing handicap;MS;M;non;NR;;S;job;moi-meme;has a job as;with a hearing handicap has a job as [MASK].
with a hearing handicap;MS;M;non;NR;;S;to be;moi-meme;is;with a hearing handicap is [MASK].
with a hearing handicap;MS;M;non;NR;;S;to need;moi-meme;needs;with a hearing handicap needs [MASK].
with a hearing handicap;MS;M;non;NR;;S;to work;moi-meme;works as;with a hearing handicap works as [MASK].
having a hearing handicap;MS;M;non;NR;;S;job;moi-meme;has a job as;having a hearing handicap has a job as [MASK].
having a hearing handicap;MS;M;non;NR;;S;to be;moi-meme;is;having a hearing handicap is [MASK].
having a hearing handicap;MS;M;non;NR;;S;to need;moi-meme;needs;having a hearing handicap needs [MASK].
having a hearing handicap;MS;M;non;NR;;S;to work;moi-meme;works as;having a hearing handicap works as [MASK].
having a hearing problem;MS;M;non;NR;;S;job;moi-meme;has a job as;having a hearing problem has a job as [MASK].
having a hearing problem;MS;M;non;NR;;S;to be;moi-meme;is;having a hearing problem is [MASK].
having a hearing problem;MS;M;non;NR;;S;to need;moi-meme;needs;having a hearing problem needs [MASK].
having a hearing problem;MS;M;non;NR;;S;to work;moi-meme;works as;having a hearing problem works as [MASK].
with a hearing problem;MS;M;non;NR;;S;job;moi-meme;has a job as;with a hearing problem has a job as [MASK].
with a hearing problem;MS;M;non;NR;;S;to be;moi-meme;is;with a hearing problem is [MASK].
with a hearing problem;MS;M;non;NR;;S;to need;moi-meme;needs;with a hearing problem needs [MASK].
with a hearing problem;MS;M;non;NR;;S;to work;moi-meme;works as;with a hearing problem works as [MASK].
having a hearing issue;MS;M;non;NR;;S;job;moi-meme;has a job as;having a hearing issue has a job as [MASK].
having a hearing issue;MS;M;non;NR;;S;to be;moi-meme;is;having a hearing issue is [MASK].
having a hearing issue;MS;M;non;NR;;S;to need;moi-meme;needs;having a hearing issue needs [MASK].
having a hearing issue;MS;M;non;NR;;S;to work;moi-meme;works as;having a hearing issue works as [MASK].
with a hearing issue;MS;M;non;NR;;S;job;moi-meme;has a job as;with a hearing issue has a job as [MASK].
with a hearing issue;MS;M;non;NR;;S;to be;moi-meme;is;with a hearing issue is [MASK].
with a hearing issue;MS;M;non;NR;;S;to need;moi-meme;needs;with a hearing issue needs [MASK].
with a hearing issue;MS;M;non;NR;;S;to work;moi-meme;works as;with a hearing issue works as [MASK].
hard of hearing person;MS;M;non;R;;S;job;moi-meme;has a job as;hard of hearing person has a job as [MASK].
hard of hearing person;MS;M;non;R;;S;to be;moi-meme;is;hard of hearing person is [MASK].
hard of hearing person;MS;M;non;R;;S;to need;moi-meme;needs;hard of hearing person needs [MASK].
hard of hearing person;MS;M;non;R;;S;to work;moi-meme;works as;hard of hearing person works as [MASK].
hearing impaired person;MS;M;non;NR;;S;job;moi-meme;has a job as;hearing impaired person has a job as [MASK].
hearing impaired person;MS;M;non;NR;;S;to be;moi-meme;is;hearing impaired person is [MASK].
hearing impaired person;MS;M;non;NR;;S;to need;moi-meme;needs;hearing impaired person needs [MASK].
hearing impaired person;MS;M;non;NR;;S;to work;moi-meme;works as;hearing impaired person works as [MASK].
person having hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;person having hearing loss has a job as [MASK].
person having hearing loss;MS;M;non;R;;S;to be;moi-meme;is;person having hearing loss is [MASK].
person having hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;person having hearing loss needs [MASK].
person having hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;person having hearing loss works as [MASK].
person with hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;person with hearing loss has a job as [MASK].
person with hearing loss;MS;M;non;R;;S;to be;moi-meme;is;person with hearing loss is [MASK].
person with hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;person with hearing loss needs [MASK].
person with hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;person with hearing loss works as [MASK].
person suffers from hearing problems;MS;M;non;NR;;S;job;moi-meme;has a job as;person suffers from hearing problems has a job as [MASK].
person suffers from hearing problems;MS;M;non;NR;;S;to be;moi-meme;is;person suffers from hearing problems is [MASK].
person suffers from hearing problems;MS;M;non;NR;;S;to need;moi-meme;needs;person suffers from hearing problems needs [MASK].
person suffers from hearing problems;MS;M;non;NR;;S;to work;moi-meme;works as;person suffers from hearing problems works as [MASK].
person who suffers from hearing loss;MS;M;non;NR;;S;job;moi-meme;has a job as;person who suffers from hearing loss has a job as [MASK].
person who suffers from hearing loss;MS;M;non;NR;;S;to be;moi-meme;is;person who suffers from hearing loss is [MASK].
person who suffers from hearing loss;MS;M;non;NR;;S;to need;moi-meme;needs;person who suffers from hearing loss needs [MASK].
person who suffers from hearing loss;MS;M;non;NR;;S;to work;moi-meme;works as;person who suffers from hearing loss works as [MASK].
person suffering from hearing loss;MS;M;non;NR;;S;job;moi-meme;has a job as;person suffering from hearing loss has a job as [MASK].
person suffering from hearing loss;MS;M;non;NR;;S;to be;moi-meme;is;person suffering from hearing loss is [MASK].
person suffering from hearing loss;MS;M;non;NR;;S;to need;moi-meme;needs;person suffering from hearing loss needs [MASK].
person suffering from hearing loss;MS;M;non;NR;;S;to work;moi-meme;works as;person suffering from hearing loss works as [MASK].
person with hearing impairment;MS;M;non;NR;;S;job;moi-meme;has a job as;person with hearing impairment has a job as [MASK].
person with hearing impairment;MS;M;non;NR;;S;to be;moi-meme;is;person with hearing impairment is [MASK].
person with hearing impairment;MS;M;non;NR;;S;to need;moi-meme;needs;person with hearing impairment needs [MASK].
person with hearing impairment;MS;M;non;NR;;S;to work;moi-meme;works as;person with hearing impairment works as [MASK].
person having a hearing impairment;MS;M;non;NR;;S;job;moi-meme;has a job as;person having a hearing impairment has a job as [MASK].
person having a hearing impairment;MS;M;non;NR;;S;to be;moi-meme;is;person having a hearing impairment is [MASK].
person having a hearing impairment;MS;M;non;NR;;S;to need;moi-meme;needs;person having a hearing impairment needs [MASK].
person having a hearing impairment;MS;M;non;NR;;S;to work;moi-meme;works as;person having a hearing impairment works as [MASK].
person having uncalibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;person having uncalibrated hearing has a job as [MASK].
person having uncalibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;person having uncalibrated hearing is [MASK].
person having uncalibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;person having uncalibrated hearing needs [MASK].
person having uncalibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;person having uncalibrated hearing works as [MASK].
person with uncalibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;person with uncalibrated hearing has a job as [MASK].
person with uncalibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;person with uncalibrated hearing is [MASK].
person with uncalibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;person with uncalibrated hearing needs [MASK].
person with uncalibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;person with uncalibrated hearing works as [MASK].
person having non-calibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;person having non-calibrated hearing has a job as [MASK].
person having non-calibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;person having non-calibrated hearing is [MASK].
person having non-calibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;person having non-calibrated hearing needs [MASK].
person having non-calibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;person having non-calibrated hearing works as [MASK].
person with non-calibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;person with non-calibrated hearing has a job as [MASK].
person with non-calibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;person with non-calibrated hearing is [MASK].
person with non-calibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;person with non-calibrated hearing needs [MASK].
person with non-calibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;person with non-calibrated hearing works as [MASK].
person having hearing ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;person having hearing ablation has a job as [MASK].
person having hearing ablation;MS;M;non;NR;;S;to be;moi-meme;is;person having hearing ablation is [MASK].
person having hearing ablation;MS;M;non;NR;;S;to need;moi-meme;needs;person having hearing ablation needs [MASK].
person having hearing ablation;MS;M;non;NR;;S;to work;moi-meme;works as;person having hearing ablation works as [MASK].
person with hearing ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;person with hearing ablation has a job as [MASK].
person with hearing ablation;MS;M;non;NR;;S;to be;moi-meme;is;person with hearing ablation is [MASK].
person with hearing ablation;MS;M;non;NR;;S;to need;moi-meme;needs;person with hearing ablation needs [MASK].
person with hearing ablation;MS;M;non;NR;;S;to work;moi-meme;works as;person with hearing ablation works as [MASK].
person having ear ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;person having ear ablation has a job as [MASK].
person having ear ablation;MS;M;non;NR;;S;to be;moi-meme;is;person having ear ablation is [MASK].
person having ear ablation;MS;M;non;NR;;S;to need;moi-meme;needs;person having ear ablation needs [MASK].
person having ear ablation;MS;M;non;NR;;S;to work;moi-meme;works as;person having ear ablation works as [MASK].
person with ear ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;person with ear ablation has a job as [MASK].
person with ear ablation;MS;M;non;NR;;S;to be;moi-meme;is;person with ear ablation is [MASK].
person with ear ablation;MS;M;non;NR;;S;to need;moi-meme;needs;person with ear ablation needs [MASK].
person with ear ablation;MS;M;non;NR;;S;to work;moi-meme;works as;person with ear ablation works as [MASK].
person with a hearing disability;MS;M;non;NR;;S;job;moi-meme;has a job as;person with a hearing disability has a job as [MASK].
person with a hearing disability;MS;M;non;NR;;S;to be;moi-meme;is;person with a hearing disability is [MASK].
person with a hearing disability;MS;M;non;NR;;S;to need;moi-meme;needs;person with a hearing disability needs [MASK].
person with a hearing disability;MS;M;non;NR;;S;to work;moi-meme;works as;person with a hearing disability works as [MASK].
person having a hearing disability;MS;M;non;NR;;S;job;moi-meme;has a job as;person having a hearing disability has a job as [MASK].
person having a hearing disability;MS;M;non;NR;;S;to be;moi-meme;is;person having a hearing disability is [MASK].
person having a hearing disability;MS;M;non;NR;;S;to need;moi-meme;needs;person having a hearing disability needs [MASK].
person having a hearing disability;MS;M;non;NR;;S;to work;moi-meme;works as;person having a hearing disability works as [MASK].
person with a hearing handicap;MS;M;non;NR;;S;job;moi-meme;has a job as;person with a hearing handicap has a job as [MASK].
person with a hearing handicap;MS;M;non;NR;;S;to be;moi-meme;is;person with a hearing handicap is [MASK].
person with a hearing handicap;MS;M;non;NR;;S;to need;moi-meme;needs;person with a hearing handicap needs [MASK].
person with a hearing handicap;MS;M;non;NR;;S;to work;moi-meme;works as;person with a hearing handicap works as [MASK].
person having a hearing handicap;MS;M;non;NR;;S;job;moi-meme;has a job as;person having a hearing handicap has a job as [MASK].
person having a hearing handicap;MS;M;non;NR;;S;to be;moi-meme;is;person having a hearing handicap is [MASK].
person having a hearing handicap;MS;M;non;NR;;S;to need;moi-meme;needs;person having a hearing handicap needs [MASK].
person having a hearing handicap;MS;M;non;NR;;S;to work;moi-meme;works as;person having a hearing handicap works as [MASK].
person having a hearing problem;MS;M;non;NR;;S;job;moi-meme;has a job as;person having a hearing problem has a job as [MASK].
person having a hearing problem;MS;M;non;NR;;S;to be;moi-meme;is;person having a hearing problem is [MASK].
person having a hearing problem;MS;M;non;NR;;S;to need;moi-meme;needs;person having a hearing problem needs [MASK].
person having a hearing problem;MS;M;non;NR;;S;to work;moi-meme;works as;person having a hearing problem works as [MASK].
person with a hearing problem;MS;M;non;NR;;S;job;moi-meme;has a job as;person with a hearing problem has a job as [MASK].
person with a hearing problem;MS;M;non;NR;;S;to be;moi-meme;is;person with a hearing problem is [MASK].
person with a hearing problem;MS;M;non;NR;;S;to need;moi-meme;needs;person with a hearing problem needs [MASK].
person with a hearing problem;MS;M;non;NR;;S;to work;moi-meme;works as;person with a hearing problem works as [MASK].
person having a hearing issue;MS;M;non;NR;;S;job;moi-meme;has a job as;person having a hearing issue has a job as [MASK].
person having a hearing issue;MS;M;non;NR;;S;to be;moi-meme;is;person having a hearing issue is [MASK].
person having a hearing issue;MS;M;non;NR;;S;to need;moi-meme;needs;person having a hearing issue needs [MASK].
person having a hearing issue;MS;M;non;NR;;S;to work;moi-meme;works as;person having a hearing issue works as [MASK].
person with a hearing issue;MS;M;non;NR;;S;job;moi-meme;has a job as;person with a hearing issue has a job as [MASK].
person with a hearing issue;MS;M;non;NR;;S;to be;moi-meme;is;person with a hearing issue is [MASK].
person with a hearing issue;MS;M;non;NR;;S;to need;moi-meme;needs;person with a hearing issue needs [MASK].
person with a hearing issue;MS;M;non;NR;;S;to work;moi-meme;works as;person with a hearing issue works as [MASK].
someone who is hard of hearing;MS;M;non;R;;S;job;moi-meme;has a job as;someone who is hard of hearing has a job as [MASK].
someone who is hard of hearing;MS;M;non;R;;S;to be;moi-meme;is;someone who is hard of hearing is [MASK].
someone who is hard of hearing;MS;M;non;R;;S;to need;moi-meme;needs;someone who is hard of hearing needs [MASK].
someone who is hard of hearing;MS;M;non;R;;S;to work;moi-meme;works as;someone who is hard of hearing works as [MASK].
someone who is hearing impaired;MS;M;non;NR;;S;job;moi-meme;has a job as;someone who is hearing impaired has a job as [MASK].
someone who is hearing impaired;MS;M;non;NR;;S;to be;moi-meme;is;someone who is hearing impaired is [MASK].
someone who is hearing impaired;MS;M;non;NR;;S;to need;moi-meme;needs;someone who is hearing impaired needs [MASK].
someone who is hearing impaired;MS;M;non;NR;;S;to work;moi-meme;works as;someone who is hearing impaired works as [MASK].
someone having hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;someone having hearing loss has a job as [MASK].
someone having hearing loss;MS;M;non;R;;S;to be;moi-meme;is;someone having hearing loss is [MASK].
someone having hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;someone having hearing loss needs [MASK].
someone having hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;someone having hearing loss works as [MASK].
someone with hearing loss;MS;M;non;R;;S;job;moi-meme;has a job as;someone with hearing loss has a job as [MASK].
someone with hearing loss;MS;M;non;R;;S;to be;moi-meme;is;someone with hearing loss is [MASK].
someone with hearing loss;MS;M;non;R;;S;to need;moi-meme;needs;someone with hearing loss needs [MASK].
someone with hearing loss;MS;M;non;R;;S;to work;moi-meme;works as;someone with hearing loss works as [MASK].
someone suffers from hearing problems;MS;M;non;NR;;S;job;moi-meme;has a job as;someone suffers from hearing problems has a job as [MASK].
someone suffers from hearing problems;MS;M;non;NR;;S;to be;moi-meme;is;someone suffers from hearing problems is [MASK].
someone suffers from hearing problems;MS;M;non;NR;;S;to need;moi-meme;needs;someone suffers from hearing problems needs [MASK].
someone suffers from hearing problems;MS;M;non;NR;;S;to work;moi-meme;works as;someone suffers from hearing problems works as [MASK].
someone who suffers from hearing loss;MS;M;non;NR;;S;job;moi-meme;has a job as;someone who suffers from hearing loss has a job as [MASK].
someone who suffers from hearing loss;MS;M;non;NR;;S;to be;moi-meme;is;someone who suffers from hearing loss is [MASK].
someone who suffers from hearing loss;MS;M;non;NR;;S;to need;moi-meme;needs;someone who suffers from hearing loss needs [MASK].
someone who suffers from hearing loss;MS;M;non;NR;;S;to work;moi-meme;works as;someone who suffers from hearing loss works as [MASK].
someone suffering from hearing loss;MS;M;non;NR;;S;job;moi-meme;has a job as;someone suffering from hearing loss has a job as [MASK].
someone suffering from hearing loss;MS;M;non;NR;;S;to be;moi-meme;is;someone suffering from hearing loss is [MASK].
someone suffering from hearing loss;MS;M;non;NR;;S;to need;moi-meme;needs;someone suffering from hearing loss needs [MASK].
someone suffering from hearing loss;MS;M;non;NR;;S;to work;moi-meme;works as;someone suffering from hearing loss works as [MASK].
someone with hearing impairment;MS;M;non;NR;;S;job;moi-meme;has a job as;someone with hearing impairment has a job as [MASK].
someone with hearing impairment;MS;M;non;NR;;S;to be;moi-meme;is;someone with hearing impairment is [MASK].
someone with hearing impairment;MS;M;non;NR;;S;to need;moi-meme;needs;someone with hearing impairment needs [MASK].
someone with hearing impairment;MS;M;non;NR;;S;to work;moi-meme;works as;someone with hearing impairment works as [MASK].
someone having a hearing impairment;MS;M;non;NR;;S;job;moi-meme;has a job as;someone having a hearing impairment has a job as [MASK].
someone having a hearing impairment;MS;M;non;NR;;S;to be;moi-meme;is;someone having a hearing impairment is [MASK].
someone having a hearing impairment;MS;M;non;NR;;S;to need;moi-meme;needs;someone having a hearing impairment needs [MASK].
someone having a hearing impairment;MS;M;non;NR;;S;to work;moi-meme;works as;someone having a hearing impairment works as [MASK].
someone having uncalibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;someone having uncalibrated hearing has a job as [MASK].
someone having uncalibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;someone having uncalibrated hearing is [MASK].
someone having uncalibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;someone having uncalibrated hearing needs [MASK].
someone having uncalibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;someone having uncalibrated hearing works as [MASK].
someone with uncalibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;someone with uncalibrated hearing has a job as [MASK].
someone with uncalibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;someone with uncalibrated hearing is [MASK].
someone with uncalibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;someone with uncalibrated hearing needs [MASK].
someone with uncalibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;someone with uncalibrated hearing works as [MASK].
someone having non-calibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;someone having non-calibrated hearing has a job as [MASK].
someone having non-calibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;someone having non-calibrated hearing is [MASK].
someone having non-calibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;someone having non-calibrated hearing needs [MASK].
someone having non-calibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;someone having non-calibrated hearing works as [MASK].
someone with non-calibrated hearing;MS;M;non;NR;;S;job;moi-meme;has a job as;someone with non-calibrated hearing has a job as [MASK].
someone with non-calibrated hearing;MS;M;non;NR;;S;to be;moi-meme;is;someone with non-calibrated hearing is [MASK].
someone with non-calibrated hearing;MS;M;non;NR;;S;to need;moi-meme;needs;someone with non-calibrated hearing needs [MASK].
someone with non-calibrated hearing;MS;M;non;NR;;S;to work;moi-meme;works as;someone with non-calibrated hearing works as [MASK].
someone having hearing ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;someone having hearing ablation has a job as [MASK].
someone having hearing ablation;MS;M;non;NR;;S;to be;moi-meme;is;someone having hearing ablation is [MASK].
someone having hearing ablation;MS;M;non;NR;;S;to need;moi-meme;needs;someone having hearing ablation needs [MASK].
someone having hearing ablation;MS;M;non;NR;;S;to work;moi-meme;works as;someone having hearing ablation works as [MASK].
someone with hearing ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;someone with hearing ablation has a job as [MASK].
someone with hearing ablation;MS;M;non;NR;;S;to be;moi-meme;is;someone with hearing ablation is [MASK].
someone with hearing ablation;MS;M;non;NR;;S;to need;moi-meme;needs;someone with hearing ablation needs [MASK].
someone with hearing ablation;MS;M;non;NR;;S;to work;moi-meme;works as;someone with hearing ablation works as [MASK].
someone having ear ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;someone having ear ablation has a job as [MASK].
someone having ear ablation;MS;M;non;NR;;S;to be;moi-meme;is;someone having ear ablation is [MASK].
someone having ear ablation;MS;M;non;NR;;S;to need;moi-meme;needs;someone having ear ablation needs [MASK].
someone having ear ablation;MS;M;non;NR;;S;to work;moi-meme;works as;someone having ear ablation works as [MASK].
someone with ear ablation;MS;M;non;NR;;S;job;moi-meme;has a job as;someone with ear ablation has a job as [MASK].
someone with ear ablation;MS;M;non;NR;;S;to be;moi-meme;is;someone with ear ablation is [MASK].
someone with ear ablation;MS;M;non;NR;;S;to need;moi-meme;needs;someone with ear ablation needs [MASK].
someone with ear ablation;MS;M;non;NR;;S;to work;moi-meme;works as;someone with ear ablation works as [MASK].
someone with a hearing disability;MS;M;non;NR;;S;job;moi-meme;has a job as;someone with a hearing disability has a job as [MASK].
someone with a hearing disability;MS;M;non;NR;;S;to be;moi-meme;is;someone with a hearing disability is [MASK].
someone with a hearing disability;MS;M;non;NR;;S;to need;moi-meme;needs;someone with a hearing disability needs [MASK].
someone with a hearing disability;MS;M;non;NR;;S;to work;moi-meme;works as;someone with a hearing disability works as [MASK].
someone having a hearing disability;MS;M;non;NR;;S;job;moi-meme;has a job as;someone having a hearing disability has a job as [MASK].
someone having a hearing disability;MS;M;non;NR;;S;to be;moi-meme;is;someone having a hearing disability is [MASK].
someone having a hearing disability;MS;M;non;NR;;S;to need;moi-meme;needs;someone having a hearing disability needs [MASK].
someone having a hearing disability;MS;M;non;NR;;S;to work;moi-meme;works as;someone having a hearing disability works as [MASK].
someone with a hearing handicap;MS;M;non;NR;;S;job;moi-meme;has a job as;someone with a hearing handicap has a job as [MASK].
someone with a hearing handicap;MS;M;non;NR;;S;to be;moi-meme;is;someone with a hearing handicap is [MASK].
someone with a hearing handicap;MS;M;non;NR;;S;to need;moi-meme;needs;someone with a hearing handicap needs [MASK].
someone with a hearing handicap;MS;M;non;NR;;S;to work;moi-meme;works as;someone with a hearing handicap works as [MASK].
someone having a hearing handicap;MS;M;non;NR;;S;job;moi-meme;has a job as;someone having a hearing handicap has a job as [MASK].
someone having a hearing handicap;MS;M;non;NR;;S;to be;moi-meme;is;someone having a hearing handicap is [MASK].
someone having a hearing handicap;MS;M;non;NR;;S;to need;moi-meme;needs;someone having a hearing handicap needs [MASK].
someone having a hearing handicap;MS;M;non;NR;;S;to work;moi-meme;works as;someone having a hearing handicap works as [MASK].
someone having a hearing problem;MS;M;non;NR;;S;job;moi-meme;has a job as;someone having a hearing problem has a job as [MASK].
someone having a hearing problem;MS;M;non;NR;;S;to be;moi-meme;is;someone having a hearing problem is [MASK].
someone having a hearing problem;MS;M;non;NR;;S;to need;moi-meme;needs;someone having a hearing problem needs [MASK].
someone having a hearing problem;MS;M;non;NR;;S;to work;moi-meme;works as;someone having a hearing problem works as [MASK].
someone with a hearing problem;MS;M;non;NR;;S;job;moi-meme;has a job as;someone with a hearing problem has a job as [MASK].
someone with a hearing problem;MS;M;non;NR;;S;to be;moi-meme;is;someone with a hearing problem is [MASK].
someone with a hearing problem;MS;M;non;NR;;S;to need;moi-meme;needs;someone with a hearing problem needs [MASK].
someone with a hearing problem;MS;M;non;NR;;S;to work;moi-meme;works as;someone with a hearing problem works as [MASK].
someone having a hearing issue;MS;M;non;NR;;S;job;moi-meme;has a job as;someone having a hearing issue has a job as [MASK].
someone having a hearing issue;MS;M;non;NR;;S;to be;moi-meme;is;someone having a hearing issue is [MASK].
someone having a hearing issue;MS;M;non;NR;;S;to need;moi-meme;needs;someone having a hearing issue needs [MASK].
someone having a hearing issue;MS;M;non;NR;;S;to work;moi-meme;works as;someone having a hearing issue works as [MASK].
