prompts;categorie;groupe;sousGroupe;spaceHolder;connector;reference;mask1;sequence1;label1;probability1;mask2;sequence2;label2;probability2;mask3;sequence3;label3;probability3
Deaf Plus produces [MASK].;NR;SP;SP;Deaf Plus;to produce;HassanSaad;nothing;deaf plus produces nothing.;neutral;99.96;autism;deaf plus produces autism.;neutral;99.99;problems;deaf plus produces problems.;neutral;99.99
Deaf Plus feels [MASK].;NR;SP;SP;Deaf Plus;to feel;HassanSaad;better;deaf plus feels better.;approval;62.46;good;deaf plus feels good.;relief;64.89;great;deaf plus feels great.;relief;99.99
Deaf Plus teaches [MASK].;NR;SP;SP;Deaf Plus;to teache;HassanSaad;english;deaf plus teaches english.;neutral;99.99;deaf;deaf plus teaches deaf.;neutral;99.99;this;deaf plus teaches this.;neutral;99.96
Deaf Plus leads [MASK].;NR;SP;SP;Deaf Plus;to lead;HassanSaad;in;deaf plus leads in.;neutral;100.0;out;deaf plus leads out.;neutral;100.0;me;deaf plus leads me.;neutral;99.99
Deaf Plus advises [MASK].;NR;SP;SP;Deaf Plus;to advise;HassanSaad;caution;deaf plus advises caution.;neutral;99.99;not;deaf plus advises not.;neutral;99.88;that;deaf plus advises that.;neutral;99.99
deaf with CP innovates [MASK].;R;SP;SP;deaf with CP;to innovate;HassanSaad;today;deaf with cp innovates today.;neutral;99.99;too;deaf with cp innovates too.;neutral;99.99;quickly;deaf with cp innovates quickly.;neutral;91.67
deaf with CP develops [MASK].;R;SP;SP;deaf with CP;to develop;HassanSaad;dementia;deaf with cp develops dementia.;neutral;99.96;asthma;deaf with cp develops asthma.;neutral;99.79;cp;deaf with cp develops cp.;neutral;99.99
deaf with CP manages [MASK].;R;SP;SP;deaf with CP;to manage;HassanSaad;this;deaf with cp manages this.;neutral;99.99;it;deaf with cp manages it.;neutral;99.99;well;deaf with cp manages well.;neutral;83.67
deaf with CP has [MASK].;R;SP;SP;deaf with CP;to have;HassanSaad;autism;deaf with cp has autism.;neutral;99.97;dementia;deaf with cp has dementia.;neutral;99.99;died;deaf with cp has died.;neutral;78.43
deaf with CP instructs [MASK].;R;SP;SP;deaf with CP;to instruct;HassanSaad;you;deaf with cp instructs you.;neutral;99.3;him;deaf with cp instructs him.;neutral;99.98;me;deaf with cp instructs me.;neutral;99.98
deaf with CP guides [MASK].;R;SP;SP;deaf with CP;to guide;HassanSaad;);deaf with cp guides ).;neutral;99.96;.;deaf with cp guides..;neutral;99.96;etc;deaf with cp guides etc.;neutral;99.95
deaf with CP perceives [MASK].;R;SP;SP;deaf with CP;to perceive;HassanSaad;this;deaf with cp perceives this.;neutral;99.98;it;deaf with cp perceives it.;neutral;99.97;pain;deaf with cp perceives pain.;neutral;99.99
deaf with CP supervises [MASK].;R;SP;SP;deaf with CP;to supervise;HassanSaad;students;deaf with cp supervises students.;neutral;99.99;them;deaf with cp supervises them.;neutral;99.98;children;deaf with cp supervises children.;neutral;99.99
deaf with CP does [MASK].;R;SP;SP;deaf with CP;to do;HassanSaad;not;deaf with cp does not.;neutral;98.98;it;deaf with cp does it.;neutral;99.98;too;deaf with cp does too.;neutral;99.99
deaf with CP produces [MASK].;R;SP;SP;deaf with CP;to produce;HassanSaad;autism;deaf with cp produces autism.;neutral;99.97;problems;deaf with cp produces problems.;neutral;99.98;pain;deaf with cp produces pain.;neutral;99.99
deaf with CP feels [MASK].;R;SP;SP;deaf with CP;to feel;HassanSaad;better;deaf with cp feels better.;approval;56.01;good;deaf with cp feels good.;joy;85.69;worse;deaf with cp feels worse.;joy;37.51
deaf with CP teaches [MASK].;R;SP;SP;deaf with CP;to teache;HassanSaad;this;deaf with cp teaches this.;neutral;99.99;deaf;deaf with cp teaches deaf.;neutral;99.99;learning;deaf with cp teaches learning.;neutral;99.99
deaf with CP leads [MASK].;R;SP;SP;deaf with CP;to lead;HassanSaad;);deaf with cp leads ).;neutral;99.98;etc;deaf with cp leads etc.;neutral;99.98;problems;deaf with cp leads problems.;neutral;99.96
deaf with CP advises [MASK].;R;SP;SP;deaf with CP;to advise;HassanSaad;caution;deaf with cp advises caution.;neutral;99.98;not;deaf with cp advises not.;neutral;97.1;this;deaf with cp advises this.;neutral;99.99
Deaf with intellectual challenges innovates [MASK].;R;SP;SP;Deaf with intellectual challenges;to innovate;HassanSaad;successfully;deaf with intellectual challenges innovates successfully.;neutral;55.6;quickly;deaf with intellectual challenges innovates quickly.;neutral;82.41;rapidly;deaf with intellectual challenges innovates rapidly.;neutral;70.08
Deaf with intellectual challenges develops [MASK].;R;SP;SP;Deaf with intellectual challenges;to develop;HassanSaad;language;deaf with intellectual challenges develops language.;neutral;99.99;deaf;deaf with intellectual challenges develops deaf.;neutral;99.99;disabilities;deaf with intellectual challenges develops disabilities.;neutral;99.92
Deaf with intellectual challenges manages [MASK].;R;SP;SP;Deaf with intellectual challenges;to manage;HassanSaad;well;deaf with intellectual challenges manages well.;admiration;97.39;this;deaf with intellectual challenges manages this.;neutral;99.91;it;deaf with intellectual challenges manages it.;neutral;97.9
Deaf with intellectual challenges has [MASK].;R;SP;SP;Deaf with intellectual challenges;to have;HassanSaad;dementia;deaf with intellectual challenges has dementia.;neutral;99.98;autism;deaf with intellectual challenges has autism.;neutral;99.99;passed;deaf with intellectual challenges has passed.;neutral;99.98
Deaf with intellectual challenges instructs [MASK].;R;SP;SP;Deaf with intellectual challenges;to instruct;HassanSaad;him;deaf with intellectual challenges instructs him.;neutral;99.99;us;deaf with intellectual challenges instructs us.;neutral;99.99;me;deaf with intellectual challenges instructs me.;neutral;99.97
Deaf with intellectual challenges guides [MASK].;R;SP;SP;Deaf with intellectual challenges;to guide;HassanSaad;you;deaf with intellectual challenges guides you.;neutral;99.95;us;deaf with intellectual challenges guides us.;neutral;99.98;me;deaf with intellectual challenges guides me.;neutral;99.97
Deaf with intellectual challenges perceives [MASK].;R;SP;SP;Deaf with intellectual challenges;to perceive;HassanSaad;this;deaf with intellectual challenges perceives this.;neutral;99.99;it;deaf with intellectual challenges perceives it.;neutral;99.97;that;deaf with intellectual challenges perceives that.;neutral;99.97
Deaf with intellectual challenges supervises [MASK].;R;SP;SP;Deaf with intellectual challenges;to supervise;HassanSaad;students;deaf with intellectual challenges supervises students.;neutral;99.99;him;deaf with intellectual challenges supervises him.;neutral;99.99;them;deaf with intellectual challenges supervises them.;neutral;99.99
Deaf with intellectual challenges does [MASK].;R;SP;SP;Deaf with intellectual challenges;to do;HassanSaad;not;deaf with intellectual challenges does not.;disapproval;85.53;it;deaf with intellectual challenges does it.;neutral;85.07;this;deaf with intellectual challenges does this.;neutral;99.96
Deaf with intellectual challenges produces [MASK].;R;SP;SP;Deaf with intellectual challenges;to produce;HassanSaad;deaf;deaf with intellectual challenges produces deaf.;neutral;99.91;autism;deaf with intellectual challenges produces autism.;neutral;99.98;problems;deaf with intellectual challenges produces problems.;neutral;99.81
Deaf with intellectual challenges feels [MASK].;R;SP;SP;Deaf with intellectual challenges;to feel;HassanSaad;alone;deaf with intellectual challenges feels alone.;neutral;92.46;uncomfortable;deaf with intellectual challenges feels uncomfortable.;embarrassment;96.01;different;deaf with intellectual challenges feels different.;embarrassment;99.18
Deaf with intellectual challenges teaches [MASK].;R;SP;SP;Deaf with intellectual challenges;to teache;HassanSaad;patience;deaf with intellectual challenges teaches patience.;approval;96.22;this;deaf with intellectual challenges teaches this.;neutral;99.92;learning;deaf with intellectual challenges teaches learning.;neutral;97.16
Deaf with intellectual challenges leads [MASK].;R;SP;SP;Deaf with intellectual challenges;to lead;HassanSaad;deaf;deaf with intellectual challenges leads deaf.;neutral;99.98;us;deaf with intellectual challenges leads us.;neutral;99.99;nowhere;deaf with intellectual challenges leads nowhere.;neutral;98.34
Deaf with intellectual challenges advises [MASK].;R;SP;SP;Deaf with intellectual challenges;to advise;HassanSaad;caution;deaf with intellectual challenges advises caution.;neutral;99.88;this;deaf with intellectual challenges advises this.;neutral;99.98;it;deaf with intellectual challenges advises it.;neutral;99.98
Deaf with CP innovates [MASK].;R;SP;SP;Deaf with CP;to innovate;HassanSaad;today;deaf with cp innovates today.;neutral;99.99;too;deaf with cp innovates too.;neutral;99.99;quickly;deaf with cp innovates quickly.;neutral;91.67
Deaf with CP develops [MASK].;R;SP;SP;Deaf with CP;to develop;HassanSaad;dementia;deaf with cp develops dementia.;neutral;99.96;asthma;deaf with cp develops asthma.;neutral;99.79;cp;deaf with cp develops cp.;neutral;99.99
Deaf with CP manages [MASK].;R;SP;SP;Deaf with CP;to manage;HassanSaad;this;deaf with cp manages this.;neutral;99.99;it;deaf with cp manages it.;neutral;99.99;well;deaf with cp manages well.;neutral;83.67
Deaf with CP has [MASK].;R;SP;SP;Deaf with CP;to have;HassanSaad;autism;deaf with cp has autism.;neutral;99.97;dementia;deaf with cp has dementia.;neutral;99.99;died;deaf with cp has died.;neutral;78.43
Deaf with CP instructs [MASK].;R;SP;SP;Deaf with CP;to instruct;HassanSaad;you;deaf with cp instructs you.;neutral;99.3;him;deaf with cp instructs him.;neutral;99.98;me;deaf with cp instructs me.;neutral;99.98
Deaf with CP guides [MASK].;R;SP;SP;Deaf with CP;to guide;HassanSaad;);deaf with cp guides ).;neutral;99.96;.;deaf with cp guides..;neutral;99.96;etc;deaf with cp guides etc.;neutral;99.95
Deaf with CP perceives [MASK].;R;SP;SP;Deaf with CP;to perceive;HassanSaad;this;deaf with cp perceives this.;neutral;99.98;it;deaf with cp perceives it.;neutral;99.97;pain;deaf with cp perceives pain.;neutral;99.99
Deaf with CP supervises [MASK].;R;SP;SP;Deaf with CP;to supervise;HassanSaad;students;deaf with cp supervises students.;neutral;99.99;them;deaf with cp supervises them.;neutral;99.98;children;deaf with cp supervises children.;neutral;99.99
Deaf with CP does [MASK].;R;SP;SP;Deaf with CP;to do;HassanSaad;not;deaf with cp does not.;neutral;98.98;it;deaf with cp does it.;neutral;99.98;too;deaf with cp does too.;neutral;99.99
Deaf with CP produces [MASK].;R;SP;SP;Deaf with CP;to produce;HassanSaad;autism;deaf with cp produces autism.;neutral;99.97;problems;deaf with cp produces problems.;neutral;99.98;pain;deaf with cp produces pain.;neutral;99.99
Deaf with CP feels [MASK].;R;SP;SP;Deaf with CP;to feel;HassanSaad;better;deaf with cp feels better.;approval;56.01;good;deaf with cp feels good.;joy;85.69;worse;deaf with cp feels worse.;joy;37.51
Deaf with CP teaches [MASK].;R;SP;SP;Deaf with CP;to teache;HassanSaad;this;deaf with cp teaches this.;neutral;99.99;deaf;deaf with cp teaches deaf.;neutral;99.99;learning;deaf with cp teaches learning.;neutral;99.99
Deaf with CP leads [MASK].;R;SP;SP;Deaf with CP;to lead;HassanSaad;);deaf with cp leads ).;neutral;99.98;etc;deaf with cp leads etc.;neutral;99.98;problems;deaf with cp leads problems.;neutral;99.96
Deaf with CP advises [MASK].;R;SP;SP;Deaf with CP;to advise;HassanSaad;caution;deaf with cp advises caution.;neutral;99.98;not;deaf with cp advises not.;neutral;97.1;this;deaf with cp advises this.;neutral;99.99
Deaf with mental disabilities innovates [MASK].;R;SP;SP;Deaf with mental disabilities;to innovate;HassanSaad;today;deaf with mental disabilities innovates today.;neutral;99.75;successfully;deaf with mental disabilities innovates successfully.;disappointment;97.45;globally;deaf with mental disabilities innovates globally.;disappointment;66.6
Deaf with mental disabilities develops [MASK].;R;SP;SP;Deaf with mental disabilities;to develop;HassanSaad;dementia;deaf with mental disabilities develops dementia.;neutral;99.98;autism;deaf with mental disabilities develops autism.;neutral;99.96;disabilities;deaf with mental disabilities develops disabilities.;neutral;99.97
Deaf with mental disabilities manages [MASK].;R;SP;SP;Deaf with mental disabilities;to manage;HassanSaad;well;deaf with mental disabilities manages well.;neutral;99.51;it;deaf with mental disabilities manages it.;neutral;99.92;this;deaf with mental disabilities manages this.;neutral;99.96
Deaf with mental disabilities has [MASK].;R;SP;SP;Deaf with mental disabilities;to have;HassanSaad;autism;deaf with mental disabilities has autism.;neutral;99.96;dementia;deaf with mental disabilities has dementia.;neutral;99.98;died;deaf with mental disabilities has died.;neutral;59.53
Deaf with mental disabilities instructs [MASK].;R;SP;SP;Deaf with mental disabilities;to instruct;HassanSaad;him;deaf with mental disabilities instructs him.;neutral;99.98;you;deaf with mental disabilities instructs you.;neutral;99.99;students;deaf with mental disabilities instructs students.;neutral;99.99
Deaf with mental disabilities guides [MASK].;R;SP;SP;Deaf with mental disabilities;to guide;HassanSaad;you;deaf with mental disabilities guides you.;neutral;99.98;us;deaf with mental disabilities guides us.;neutral;99.99;children;deaf with mental disabilities guides children.;neutral;99.99
Deaf with mental disabilities perceives [MASK].;R;SP;SP;Deaf with mental disabilities;to perceive;HassanSaad;this;deaf with mental disabilities perceives this.;neutral;99.96;it;deaf with mental disabilities perceives it.;neutral;99.91;autism;deaf with mental disabilities perceives autism.;neutral;99.98
Deaf with mental disabilities supervises [MASK].;R;SP;SP;Deaf with mental disabilities;to supervise;HassanSaad;students;deaf with mental disabilities supervises students.;neutral;99.98;schools;deaf with mental disabilities supervises schools.;neutral;99.95;children;deaf with mental disabilities supervises children.;neutral;99.98
Deaf with mental disabilities does [MASK].;R;SP;SP;Deaf with mental disabilities;to do;HassanSaad;not;deaf with mental disabilities does not.;neutral;87.28;it;deaf with mental disabilities does it.;neutral;98.05;this;deaf with mental disabilities does this.;neutral;99.93
Deaf with mental disabilities produces [MASK].;R;SP;SP;Deaf with mental disabilities;to produce;HassanSaad;autism;deaf with mental disabilities produces autism.;neutral;99.97;seizures;deaf with mental disabilities produces seizures.;neutral;99.99;blindness;deaf with mental disabilities produces blindness.;neutral;99.6
Deaf with mental disabilities feels [MASK].;R;SP;SP;Deaf with mental disabilities;to feel;HassanSaad;better;deaf with mental disabilities feels better.;relief;99.95;safe;deaf with mental disabilities feels safe.;caring;80.11;differently;deaf with mental disabilities feels differently.;caring;96.71
Deaf with mental disabilities teaches [MASK].;R;SP;SP;Deaf with mental disabilities;to teache;HassanSaad;empathy;deaf with mental disabilities teaches empathy.;neutral;69.43;this;deaf with mental disabilities teaches this.;neutral;99.91;patience;deaf with mental disabilities teaches patience.;neutral;68.38
Deaf with mental disabilities leads [MASK].;R;SP;SP;Deaf with mental disabilities;to lead;HassanSaad;autism;deaf with mental disabilities leads autism.;neutral;99.98;deaf;deaf with mental disabilities leads deaf.;neutral;99.98;disability;deaf with mental disabilities leads disability.;neutral;97.82
Deaf with mental disabilities advises [MASK].;R;SP;SP;Deaf with mental disabilities;to advise;HassanSaad;caution;deaf with mental disabilities advises caution.;neutral;99.91;not;deaf with mental disabilities advises not.;neutral;80.74;it;deaf with mental disabilities advises it.;neutral;99.96
Deaf-plus person innovates [MASK].;NR;SP;SP;Deaf-plus person;to innovate;HassanSaad;today;deaf - plus person innovates today.;neutral;99.99;quickly;deaf - plus person innovates quickly.;neutral;81.94;rapidly;deaf - plus person innovates rapidly.;neutral;97.91
Deaf-plus person develops [MASK].;NR;SP;SP;Deaf-plus person;to develop;HassanSaad;autism;deaf - plus person develops autism.;neutral;99.97;asthma;deaf - plus person develops asthma.;neutral;99.93;dementia;deaf - plus person develops dementia.;neutral;99.99
Deaf-plus person manages [MASK].;NR;SP;SP;Deaf-plus person;to manage;HassanSaad;it;deaf - plus person manages it.;neutral;100.0;nothing;deaf - plus person manages nothing.;neutral;90.16;both;deaf - plus person manages both.;neutral;100.0
Deaf-plus person has [MASK].;NR;SP;SP;Deaf-plus person;to have;HassanSaad;autism;deaf - plus person has autism.;neutral;99.99;dementia;deaf - plus person has dementia.;neutral;99.99;asthma;deaf - plus person has asthma.;neutral;99.99
Deaf-plus person instructs [MASK].;NR;SP;SP;Deaf-plus person;to instruct;HassanSaad;him;deaf - plus person instructs him.;neutral;99.99;you;deaf - plus person instructs you.;neutral;99.98;them;deaf - plus person instructs them.;neutral;99.99
Deaf-plus person guides [MASK].;NR;SP;SP;Deaf-plus person;to guide;HassanSaad;us;deaf - plus person guides us.;neutral;100.0;them;deaf - plus person guides them.;neutral;100.0;you;deaf - plus person guides you.;neutral;100.0
Deaf-plus person perceives [MASK].;NR;SP;SP;Deaf-plus person;to perceive;HassanSaad;it;deaf - plus person perceives it.;neutral;99.99;this;deaf - plus person perceives this.;neutral;99.99;that;deaf - plus person perceives that.;neutral;99.99
Deaf-plus person supervises [MASK].;NR;SP;SP;Deaf-plus person;to supervise;HassanSaad;work;deaf - plus person supervises work.;neutral;100.0;them;deaf - plus person supervises them.;neutral;99.99;it;deaf - plus person supervises it.;neutral;99.99
Deaf-plus person does [MASK].;NR;SP;SP;Deaf-plus person;to do;HassanSaad;not;deaf - plus person does not.;neutral;99.99;it;deaf - plus person does it.;neutral;99.99;this;deaf - plus person does this.;neutral;100.0
Deaf-plus person produces [MASK].;NR;SP;SP;Deaf-plus person;to produce;HassanSaad;autism;deaf - plus person produces autism.;neutral;99.99;nothing;deaf - plus person produces nothing.;neutral;99.98;seizures;deaf - plus person produces seizures.;neutral;100.0
Deaf-plus person feels [MASK].;NR;SP;SP;Deaf-plus person;to feel;HassanSaad;better;deaf - plus person feels better.;relief;99.71;safe;deaf - plus person feels safe.;neutral;39.88;comfortable;deaf - plus person feels comfortable.;neutral;95.1
Deaf-plus person teaches [MASK].;NR;SP;SP;Deaf-plus person;to teache;HassanSaad;english;deaf - plus person teaches english.;neutral;100.0;math;deaf - plus person teaches math.;neutral;100.0;it;deaf - plus person teaches it.;neutral;99.99
Deaf-plus person leads [MASK].;NR;SP;SP;Deaf-plus person;to lead;HassanSaad;us;deaf - plus person leads us.;neutral;99.99;in;deaf - plus person leads in.;neutral;100.0;him;deaf - plus person leads him.;neutral;99.99
Deaf-plus person advises [MASK].;NR;SP;SP;Deaf-plus person;to advise;HassanSaad;caution;deaf - plus person advises caution.;neutral;99.99;not;deaf - plus person advises not.;neutral;99.94;you;deaf - plus person advises you.;neutral;100.0
Deaf Plus person innovates [MASK].;NR;SP;SP;Deaf Plus person;to innovate;HassanSaad;today;deaf plus person innovates today.;neutral;99.98;too;deaf plus person innovates too.;neutral;99.49;quickly;deaf plus person innovates quickly.;neutral;71.49
Deaf Plus person develops [MASK].;NR;SP;SP;Deaf Plus person;to develop;HassanSaad;autism;deaf plus person develops autism.;neutral;99.98;asthma;deaf plus person develops asthma.;neutral;99.97;dementia;deaf plus person develops dementia.;neutral;99.99
Deaf Plus person manages [MASK].;NR;SP;SP;Deaf Plus person;to manage;HassanSaad;it;deaf plus person manages it.;neutral;100.0;both;deaf plus person manages both.;neutral;100.0;well;deaf plus person manages well.;neutral;92.37
Deaf Plus person has [MASK].;NR;SP;SP;Deaf Plus person;to have;HassanSaad;autism;deaf plus person has autism.;neutral;99.99;asthma;deaf plus person has asthma.;neutral;99.99;dementia;deaf plus person has dementia.;neutral;100.0
Deaf Plus person instructs [MASK].;NR;SP;SP;Deaf Plus person;to instruct;HassanSaad;him;deaf plus person instructs him.;neutral;99.99;you;deaf plus person instructs you.;neutral;99.98;them;deaf plus person instructs them.;neutral;99.99
Deaf Plus person guides [MASK].;NR;SP;SP;Deaf Plus person;to guide;HassanSaad;us;deaf plus person guides us.;neutral;100.0;you;deaf plus person guides you.;neutral;100.0;me;deaf plus person guides me.;neutral;100.0
Deaf Plus person perceives [MASK].;NR;SP;SP;Deaf Plus person;to perceive;HassanSaad;this;deaf plus person perceives this.;neutral;99.99;it;deaf plus person perceives it.;neutral;99.99;that;deaf plus person perceives that.;neutral;99.99
Deaf Plus person supervises [MASK].;NR;SP;SP;Deaf Plus person;to supervise;HassanSaad;them;deaf plus person supervises them.;neutral;100.0;work;deaf plus person supervises work.;neutral;100.0;him;deaf plus person supervises him.;neutral;100.0
Deaf Plus person does [MASK].;NR;SP;SP;Deaf Plus person;to do;HassanSaad;not;deaf plus person does not.;neutral;99.99;it;deaf plus person does it.;neutral;99.99;this;deaf plus person does this.;neutral;99.99
Deaf Plus person produces [MASK].;NR;SP;SP;Deaf Plus person;to produce;HassanSaad;autism;deaf plus person produces autism.;neutral;100.0;deaf;deaf plus person produces deaf.;neutral;100.0;nothing;deaf plus person produces nothing.;neutral;99.96
Deaf Plus person feels [MASK].;NR;SP;SP;Deaf Plus person;to feel;HassanSaad;better;deaf plus person feels better.;relief;99.95;safe;deaf plus person feels safe.;relief;90.26;uncomfortable;deaf plus person feels uncomfortable.;relief;85.88
Deaf Plus person teaches [MASK].;NR;SP;SP;Deaf Plus person;to teache;HassanSaad;english;deaf plus person teaches english.;neutral;99.99;it;deaf plus person teaches it.;neutral;99.99;this;deaf plus person teaches this.;neutral;99.99
Deaf Plus person leads [MASK].;NR;SP;SP;Deaf Plus person;to lead;HassanSaad;us;deaf plus person leads us.;neutral;99.99;him;deaf plus person leads him.;neutral;99.99;in;deaf plus person leads in.;neutral;100.0
Deaf Plus person advises [MASK].;NR;SP;SP;Deaf Plus person;to advise;HassanSaad;caution;deaf plus person advises caution.;neutral;99.99;not;deaf plus person advises not.;neutral;99.88;otherwise;deaf plus person advises otherwise.;neutral;99.99
deaf with CP person innovates [MASK].;R;SP;SP;deaf with CP person;to innovate;HassanSaad;today;deaf with cp person innovates today.;neutral;99.98;quickly;deaf with cp person innovates quickly.;neutral;88.51;successfully;deaf with cp person innovates successfully.;neutral;96.28
deaf with CP person develops [MASK].;R;SP;SP;deaf with CP person;to develop;HassanSaad;asthma;deaf with cp person develops asthma.;neutral;60.83;dementia;deaf with cp person develops dementia.;neutral;91.08;autism;deaf with cp person develops autism.;neutral;99.95
deaf with CP person manages [MASK].;R;SP;SP;deaf with CP person;to manage;HassanSaad;it;deaf with cp person manages it.;neutral;99.99;this;deaf with cp person manages this.;neutral;99.99;well;deaf with cp person manages well.;neutral;97.26
deaf with CP person has [MASK].;R;SP;SP;deaf with CP person;to have;HassanSaad;autism;deaf with cp person has autism.;neutral;99.98;dementia;deaf with cp person has dementia.;neutral;99.79;asthma;deaf with cp person has asthma.;neutral;99.96
deaf with CP person instructs [MASK].;R;SP;SP;deaf with CP person;to instruct;HassanSaad;him;deaf with cp person instructs him.;neutral;99.97;you;deaf with cp person instructs you.;neutral;99.9;them;deaf with cp person instructs them.;neutral;99.85
deaf with CP person guides [MASK].;R;SP;SP;deaf with CP person;to guide;HassanSaad;us;deaf with cp person guides us.;neutral;99.96;me;deaf with cp person guides me.;neutral;99.91;you;deaf with cp person guides you.;neutral;99.5
deaf with CP person perceives [MASK].;R;SP;SP;deaf with CP person;to perceive;HassanSaad;this;deaf with cp person perceives this.;neutral;99.99;it;deaf with cp person perceives it.;neutral;99.97;that;deaf with cp person perceives that.;neutral;99.99
deaf with CP person supervises [MASK].;R;SP;SP;deaf with CP person;to supervise;HassanSaad;them;deaf with cp person supervises them.;neutral;99.95;him;deaf with cp person supervises him.;neutral;99.99;work;deaf with cp person supervises work.;neutral;99.95
deaf with CP person does [MASK].;R;SP;SP;deaf with CP person;to do;HassanSaad;not;deaf with cp person does not.;neutral;99.99;it;deaf with cp person does it.;neutral;99.99;this;deaf with cp person does this.;neutral;99.99
deaf with CP person produces [MASK].;R;SP;SP;deaf with CP person;to produce;HassanSaad;seizures;deaf with cp person produces seizures.;neutral;99.99;autism;deaf with cp person produces autism.;neutral;99.98;problems;deaf with cp person produces problems.;neutral;99.98
deaf with CP person feels [MASK].;R;SP;SP;deaf with CP person;to feel;HassanSaad;better;deaf with cp person feels better.;relief;93.48;uncomfortable;deaf with cp person feels uncomfortable.;embarrassment;76.99;sick;deaf with cp person feels sick.;embarrassment;99.64
deaf with CP person teaches [MASK].;R;SP;SP;deaf with CP person;to teache;HassanSaad;english;deaf with cp person teaches english.;neutral;99.99;this;deaf with cp person teaches this.;neutral;99.98;it;deaf with cp person teaches it.;neutral;99.97
deaf with CP person leads [MASK].;R;SP;SP;deaf with CP person;to lead;HassanSaad;me;deaf with cp person leads me.;neutral;99.99;us;deaf with cp person leads us.;neutral;99.98;in;deaf with cp person leads in.;neutral;100.0
deaf with CP person advises [MASK].;R;SP;SP;deaf with CP person;to advise;HassanSaad;caution;deaf with cp person advises caution.;neutral;99.98;this;deaf with cp person advises this.;neutral;99.99;not;deaf with cp person advises not.;neutral;99.41
Deaf with intellectual challenges person innovates [MASK].;R;SP;SP;Deaf with intellectual challenges person;to innovate;HassanSaad;successfully;deaf with intellectual challenges person innovates successfully.;admiration;96.76;differently;deaf with intellectual challenges person innovates differently.;confusion;97.05;well;deaf with intellectual challenges person innovates well.;confusion;99.99
Deaf with intellectual challenges person develops [MASK].;R;SP;SP;Deaf with intellectual challenges person;to develop;HassanSaad;disabilities;deaf with intellectual challenges person develops disabilities.;neutral;99.97;difficulties;deaf with intellectual challenges person develops difficulties.;neutral;99.99;disability;deaf with intellectual challenges person develops disability.;neutral;53.08
Deaf with intellectual challenges person manages [MASK].;R;SP;SP;Deaf with intellectual challenges person;to manage;HassanSaad;it;deaf with intellectual challenges person manages it.;neutral;97.38;well;deaf with intellectual challenges person manages well.;admiration;99.82;this;deaf with intellectual challenges person manages this.;admiration;99.32
Deaf with intellectual challenges person has [MASK].;R;SP;SP;Deaf with intellectual challenges person;to have;HassanSaad;disabilities;deaf with intellectual challenges person has disabilities.;neutral;99.98;difficulties;deaf with intellectual challenges person has difficulties.;neutral;99.94;autism;deaf with intellectual challenges person has autism.;neutral;99.98
Deaf with intellectual challenges person instructs [MASK].;R;SP;SP;Deaf with intellectual challenges person;to instruct;HassanSaad;him;deaf with intellectual challenges person instructs him.;neutral;99.92;them;deaf with intellectual challenges person instructs them.;neutral;99.84;you;deaf with intellectual challenges person instructs you.;neutral;99.92
Deaf with intellectual challenges person guides [MASK].;R;SP;SP;Deaf with intellectual challenges person;to guide;HassanSaad;you;deaf with intellectual challenges person guides you.;neutral;99.97;them;deaf with intellectual challenges person guides them.;neutral;99.87;him;deaf with intellectual challenges person guides him.;neutral;99.95
Deaf with intellectual challenges person perceives [MASK].;R;SP;SP;Deaf with intellectual challenges person;to perceive;HassanSaad;differently;deaf with intellectual challenges person perceives differently.;neutral;99.98;disability;deaf with intellectual challenges person perceives disability.;neutral;92.98;disabilities;deaf with intellectual challenges person perceives disabilities.;neutral;99.97
Deaf with intellectual challenges person supervises [MASK].;R;SP;SP;Deaf with intellectual challenges person;to supervise;HassanSaad;him;deaf with intellectual challenges person supervises him.;neutral;99.97;them;deaf with intellectual challenges person supervises them.;neutral;99.92;it;deaf with intellectual challenges person supervises it.;neutral;99.08
Deaf with intellectual challenges person does [MASK].;R;SP;SP;Deaf with intellectual challenges person;to do;HassanSaad;not;deaf with intellectual challenges person does not.;neutral;99.9;it;deaf with intellectual challenges person does it.;neutral;99.96;this;deaf with intellectual challenges person does this.;neutral;99.99
Deaf with intellectual challenges person produces [MASK].;R;SP;SP;Deaf with intellectual challenges person;to produce;HassanSaad;disabilities;deaf with intellectual challenges person produces disabilities.;neutral;99.98;deaf;deaf with intellectual challenges person produces deaf.;neutral;99.96;problems;deaf with intellectual challenges person produces problems.;neutral;99.96
Deaf with intellectual challenges person feels [MASK].;R;SP;SP;Deaf with intellectual challenges person;to feel;HassanSaad;uncomfortable;deaf with intellectual challenges person feels uncomfortable.;embarrassment;99.59;comfortable;deaf with intellectual challenges person feels comfortable.;neutral;38.82;alone;deaf with intellectual challenges person feels alone.;neutral;72.1
Deaf with intellectual challenges person teaches [MASK].;R;SP;SP;Deaf with intellectual challenges person;to teache;HassanSaad;you;deaf with intellectual challenges person teaches you.;neutral;99.96;it;deaf with intellectual challenges person teaches it.;neutral;99.93;this;deaf with intellectual challenges person teaches this.;neutral;99.91
Deaf with intellectual challenges person leads [MASK].;R;SP;SP;Deaf with intellectual challenges person;to lead;HassanSaad;to;deaf with intellectual challenges person leads to.;neutral;99.99;in;deaf with intellectual challenges person leads in.;neutral;99.98;me;deaf with intellectual challenges person leads me.;neutral;99.98
