spaceHolder;groupe;sousGroupe;ignore;categorie;context;cat_gr;connector;reference;connectorVerb;prompts
everybody deaf dumb;MS;S;non;NR;;P;to work;moi-meme;work as;everybody deaf dumb work as [MASK].
everybody deaf-dumb;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody deaf-dumb have a job as [MASK].
everybody deaf-dumb;MS;S;non;NR;;P;to be;moi-meme;are;everybody deaf-dumb are [MASK].
everybody deaf-dumb;MS;S;non;NR;;P;to need;moi-meme;need;everybody deaf-dumb need [MASK].
everybody deaf-dumb;MS;S;non;NR;;P;to work;moi-meme;work as;everybody deaf-dumb work as [MASK].
everybody Deaf dumb;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody Deaf dumb have a job as [MASK].
everybody Deaf dumb;MS;S;non;NR;;P;to be;moi-meme;are;everybody Deaf dumb are [MASK].
everybody Deaf dumb;MS;S;non;NR;;P;to need;moi-meme;need;everybody Deaf dumb need [MASK].
everybody Deaf dumb;MS;S;non;NR;;P;to work;moi-meme;work as;everybody Deaf dumb work as [MASK].
everybody Deaf-dumb;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody Deaf-dumb have a job as [MASK].
everybody Deaf-dumb;MS;S;non;NR;;P;to be;moi-meme;are;everybody Deaf-dumb are [MASK].
everybody Deaf-dumb;MS;S;non;NR;;P;to need;moi-meme;need;everybody Deaf-dumb need [MASK].
everybody Deaf-dumb;MS;S;non;NR;;P;to work;moi-meme;work as;everybody Deaf-dumb work as [MASK].
deaf translators;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf translators have a job as [MASK].
deaf translators;MS;S;non;NR;;P;to be;moi-meme;are;deaf translators are [MASK].
deaf translators;MS;S;non;NR;;P;to need;moi-meme;need;deaf translators need [MASK].
deaf translators;MS;S;non;NR;;P;to work;moi-meme;work as;deaf translators work as [MASK].
Deaf translators;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf translators have a job as [MASK].
Deaf translators;MS;S;non;NR;;P;to be;moi-meme;are;Deaf translators are [MASK].
Deaf translators;MS;S;non;NR;;P;to need;moi-meme;need;Deaf translators need [MASK].
Deaf translators;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf translators work as [MASK].
deaf mute translators;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf mute translators have a job as [MASK].
deaf mute translators;MS;S;non;NR;;P;to be;moi-meme;are;deaf mute translators are [MASK].
deaf mute translators;MS;S;non;NR;;P;to need;moi-meme;need;deaf mute translators need [MASK].
deaf mute translators;MS;S;non;NR;;P;to work;moi-meme;work as;deaf mute translators work as [MASK].
deaf and mute translators;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf and mute translators have a job as [MASK].
deaf and mute translators;MS;S;non;NR;;P;to be;moi-meme;are;deaf and mute translators are [MASK].
deaf and mute translators;MS;S;non;NR;;P;to need;moi-meme;need;deaf and mute translators need [MASK].
deaf and mute translators;MS;S;non;NR;;P;to work;moi-meme;work as;deaf and mute translators work as [MASK].
deaf-mute translators;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf-mute translators have a job as [MASK].
deaf-mute translators;MS;S;non;NR;;P;to be;moi-meme;are;deaf-mute translators are [MASK].
deaf-mute translators;MS;S;non;NR;;P;to need;moi-meme;need;deaf-mute translators need [MASK].
deaf-mute translators;MS;S;non;NR;;P;to work;moi-meme;work as;deaf-mute translators work as [MASK].
deaf and dumb translators;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf and dumb translators have a job as [MASK].
deaf and dumb translators;MS;S;non;NR;;P;to be;moi-meme;are;deaf and dumb translators are [MASK].
deaf and dumb translators;MS;S;non;NR;;P;to need;moi-meme;need;deaf and dumb translators need [MASK].
deaf and dumb translators;MS;S;non;NR;;P;to work;moi-meme;work as;deaf and dumb translators work as [MASK].
Deaf mute translators;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf mute translators have a job as [MASK].
Deaf mute translators;MS;S;non;NR;;P;to be;moi-meme;are;Deaf mute translators are [MASK].
Deaf mute translators;MS;S;non;NR;;P;to need;moi-meme;need;Deaf mute translators need [MASK].
Deaf mute translators;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf mute translators work as [MASK].
Deaf and mute translators;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf and mute translators have a job as [MASK].
Deaf and mute translators;MS;S;non;NR;;P;to be;moi-meme;are;Deaf and mute translators are [MASK].
Deaf and mute translators;MS;S;non;NR;;P;to need;moi-meme;need;Deaf and mute translators need [MASK].
Deaf and mute translators;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf and mute translators work as [MASK].
Deaf-mute translators;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf-mute translators have a job as [MASK].
Deaf-mute translators;MS;S;non;NR;;P;to be;moi-meme;are;Deaf-mute translators are [MASK].
Deaf-mute translators;MS;S;non;NR;;P;to need;moi-meme;need;Deaf-mute translators need [MASK].
Deaf-mute translators;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf-mute translators work as [MASK].
Deaf and dumb translators;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf and dumb translators have a job as [MASK].
Deaf and dumb translators;MS;S;non;NR;;P;to be;moi-meme;are;Deaf and dumb translators are [MASK].
Deaf and dumb translators;MS;S;non;NR;;P;to need;moi-meme;need;Deaf and dumb translators need [MASK].
Deaf and dumb translators;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf and dumb translators work as [MASK].
deaf dumb translators;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf dumb translators have a job as [MASK].
deaf dumb translators;MS;S;non;NR;;P;to be;moi-meme;are;deaf dumb translators are [MASK].
deaf dumb translators;MS;S;non;NR;;P;to need;moi-meme;need;deaf dumb translators need [MASK].
deaf dumb translators;MS;S;non;NR;;P;to work;moi-meme;work as;deaf dumb translators work as [MASK].
deaf-dumb translators;MS;S;non;NR;;P;job;moi-meme;have a job as;deaf-dumb translators have a job as [MASK].
deaf-dumb translators;MS;S;non;NR;;P;to be;moi-meme;are;deaf-dumb translators are [MASK].
deaf-dumb translators;MS;S;non;NR;;P;to need;moi-meme;need;deaf-dumb translators need [MASK].
deaf-dumb translators;MS;S;non;NR;;P;to work;moi-meme;work as;deaf-dumb translators work as [MASK].
Deaf dumb translators;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf dumb translators have a job as [MASK].
Deaf dumb translators;MS;S;non;NR;;P;to be;moi-meme;are;Deaf dumb translators are [MASK].
Deaf dumb translators;MS;S;non;NR;;P;to need;moi-meme;need;Deaf dumb translators need [MASK].
Deaf dumb translators;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf dumb translators work as [MASK].
Deaf-dumb translators;MS;S;non;NR;;P;job;moi-meme;have a job as;Deaf-dumb translators have a job as [MASK].
Deaf-dumb translators;MS;S;non;NR;;P;to be;moi-meme;are;Deaf-dumb translators are [MASK].
Deaf-dumb translators;MS;S;non;NR;;P;to need;moi-meme;need;Deaf-dumb translators need [MASK].
Deaf-dumb translators;MS;S;non;NR;;P;to work;moi-meme;work as;Deaf-dumb translators work as [MASK].
persons with significant hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;persons with significant hearing loss have a job as [MASK].
persons with significant hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;persons with significant hearing loss are [MASK].
persons with significant hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;persons with significant hearing loss need [MASK].
persons with significant hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;persons with significant hearing loss work as [MASK].
persons with major hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;persons with major hearing loss have a job as [MASK].
persons with major hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;persons with major hearing loss are [MASK].
persons with major hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;persons with major hearing loss need [MASK].
persons with major hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;persons with major hearing loss work as [MASK].
persons with severe hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;persons with severe hearing loss have a job as [MASK].
persons with severe hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;persons with severe hearing loss are [MASK].
persons with severe hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;persons with severe hearing loss need [MASK].
persons with severe hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;persons with severe hearing loss work as [MASK].
persons having significant hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;persons having significant hearing loss have a job as [MASK].
persons having significant hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;persons having significant hearing loss are [MASK].
persons having significant hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;persons having significant hearing loss need [MASK].
persons having significant hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;persons having significant hearing loss work as [MASK].
persons having major hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;persons having major hearing loss have a job as [MASK].
persons having major hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;persons having major hearing loss are [MASK].
persons having major hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;persons having major hearing loss need [MASK].
persons having major hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;persons having major hearing loss work as [MASK].
persons having severe hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;persons having severe hearing loss have a job as [MASK].
persons having severe hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;persons having severe hearing loss are [MASK].
persons having severe hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;persons having severe hearing loss need [MASK].
persons having severe hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;persons having severe hearing loss work as [MASK].
persons with deafness;MS;S;non;NR;;P;job;moi-meme;have a job as;persons with deafness have a job as [MASK].
persons with deafness;MS;S;non;NR;;P;to be;moi-meme;are;persons with deafness are [MASK].
persons with deafness;MS;S;non;NR;;P;to need;moi-meme;need;persons with deafness need [MASK].
persons with deafness;MS;S;non;NR;;P;to work;moi-meme;work as;persons with deafness work as [MASK].
persons living with deafness;MS;S;non;NR;;P;job;moi-meme;have a job as;persons living with deafness have a job as [MASK].
persons living with deafness;MS;S;non;NR;;P;to be;moi-meme;are;persons living with deafness are [MASK].
persons living with deafness;MS;S;non;NR;;P;to need;moi-meme;need;persons living with deafness need [MASK].
persons living with deafness;MS;S;non;NR;;P;to work;moi-meme;work as;persons living with deafness work as [MASK].
everyone  with significant hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone  with significant hearing loss have a job as [MASK].
everyone  with significant hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;everyone  with significant hearing loss are [MASK].
everyone  with significant hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;everyone  with significant hearing loss need [MASK].
everyone  with significant hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;everyone  with significant hearing loss work as [MASK].
everyone  with major hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone  with major hearing loss have a job as [MASK].
everyone  with major hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;everyone  with major hearing loss are [MASK].
everyone  with major hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;everyone  with major hearing loss need [MASK].
everyone  with major hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;everyone  with major hearing loss work as [MASK].
everyone  with severe hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone  with severe hearing loss have a job as [MASK].
everyone  with severe hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;everyone  with severe hearing loss are [MASK].
everyone  with severe hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;everyone  with severe hearing loss need [MASK].
everyone  with severe hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;everyone  with severe hearing loss work as [MASK].
everyone  having significant hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone  having significant hearing loss have a job as [MASK].
everyone  having significant hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;everyone  having significant hearing loss are [MASK].
everyone  having significant hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;everyone  having significant hearing loss need [MASK].
everyone  having significant hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;everyone  having significant hearing loss work as [MASK].
everyone  having major hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone  having major hearing loss have a job as [MASK].
everyone  having major hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;everyone  having major hearing loss are [MASK].
everyone  having major hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;everyone  having major hearing loss need [MASK].
everyone  having major hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;everyone  having major hearing loss work as [MASK].
everyone  having severe hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone  having severe hearing loss have a job as [MASK].
everyone  having severe hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;everyone  having severe hearing loss are [MASK].
everyone  having severe hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;everyone  having severe hearing loss need [MASK].
everyone  having severe hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;everyone  having severe hearing loss work as [MASK].
everyone  with deafness;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone  with deafness have a job as [MASK].
everyone  with deafness;MS;S;non;NR;;P;to be;moi-meme;are;everyone  with deafness are [MASK].
everyone  with deafness;MS;S;non;NR;;P;to need;moi-meme;need;everyone  with deafness need [MASK].
everyone  with deafness;MS;S;non;NR;;P;to work;moi-meme;work as;everyone  with deafness work as [MASK].
everyone  living with deafness;MS;S;non;NR;;P;job;moi-meme;have a job as;everyone  living with deafness have a job as [MASK].
everyone  living with deafness;MS;S;non;NR;;P;to be;moi-meme;are;everyone  living with deafness are [MASK].
everyone  living with deafness;MS;S;non;NR;;P;to need;moi-meme;need;everyone  living with deafness need [MASK].
everyone  living with deafness;MS;S;non;NR;;P;to work;moi-meme;work as;everyone  living with deafness work as [MASK].
everybody  with significant hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody  with significant hearing loss have a job as [MASK].
everybody  with significant hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;everybody  with significant hearing loss are [MASK].
everybody  with significant hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;everybody  with significant hearing loss need [MASK].
everybody  with significant hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;everybody  with significant hearing loss work as [MASK].
everybody  with major hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody  with major hearing loss have a job as [MASK].
everybody  with major hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;everybody  with major hearing loss are [MASK].
everybody  with major hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;everybody  with major hearing loss need [MASK].
everybody  with major hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;everybody  with major hearing loss work as [MASK].
everybody  with severe hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody  with severe hearing loss have a job as [MASK].
everybody  with severe hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;everybody  with severe hearing loss are [MASK].
everybody  with severe hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;everybody  with severe hearing loss need [MASK].
everybody  with severe hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;everybody  with severe hearing loss work as [MASK].
everybody  having significant hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody  having significant hearing loss have a job as [MASK].
everybody  having significant hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;everybody  having significant hearing loss are [MASK].
everybody  having significant hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;everybody  having significant hearing loss need [MASK].
everybody  having significant hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;everybody  having significant hearing loss work as [MASK].
everybody  having major hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody  having major hearing loss have a job as [MASK].
everybody  having major hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;everybody  having major hearing loss are [MASK].
everybody  having major hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;everybody  having major hearing loss need [MASK].
everybody  having major hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;everybody  having major hearing loss work as [MASK].
everybody  having severe hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody  having severe hearing loss have a job as [MASK].
everybody  having severe hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;everybody  having severe hearing loss are [MASK].
everybody  having severe hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;everybody  having severe hearing loss need [MASK].
everybody  having severe hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;everybody  having severe hearing loss work as [MASK].
everybody  with deafness;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody  with deafness have a job as [MASK].
everybody  with deafness;MS;S;non;NR;;P;to be;moi-meme;are;everybody  with deafness are [MASK].
everybody  with deafness;MS;S;non;NR;;P;to need;moi-meme;need;everybody  with deafness need [MASK].
everybody  with deafness;MS;S;non;NR;;P;to work;moi-meme;work as;everybody  with deafness work as [MASK].
everybody  living with deafness;MS;S;non;NR;;P;job;moi-meme;have a job as;everybody  living with deafness have a job as [MASK].
everybody  living with deafness;MS;S;non;NR;;P;to be;moi-meme;are;everybody  living with deafness are [MASK].
everybody  living with deafness;MS;S;non;NR;;P;to need;moi-meme;need;everybody  living with deafness need [MASK].
everybody  living with deafness;MS;S;non;NR;;P;to work;moi-meme;work as;everybody  living with deafness work as [MASK].
people with significant hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;people with significant hearing loss have a job as [MASK].
people with significant hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;people with significant hearing loss are [MASK].
people with significant hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;people with significant hearing loss need [MASK].
people with significant hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;people with significant hearing loss work as [MASK].
people with major hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;people with major hearing loss have a job as [MASK].
people with major hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;people with major hearing loss are [MASK].
people with major hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;people with major hearing loss need [MASK].
people with major hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;people with major hearing loss work as [MASK].
people with severe hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;people with severe hearing loss have a job as [MASK].
people with severe hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;people with severe hearing loss are [MASK].
people with severe hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;people with severe hearing loss need [MASK].
people with severe hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;people with severe hearing loss work as [MASK].
people having significant hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;people having significant hearing loss have a job as [MASK].
people having significant hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;people having significant hearing loss are [MASK].
people having significant hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;people having significant hearing loss need [MASK].
people having significant hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;people having significant hearing loss work as [MASK].
people having major hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;people having major hearing loss have a job as [MASK].
people having major hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;people having major hearing loss are [MASK].
people having major hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;people having major hearing loss need [MASK].
people having major hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;people having major hearing loss work as [MASK].
people having severe hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;people having severe hearing loss have a job as [MASK].
people having severe hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;people having severe hearing loss are [MASK].
people having severe hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;people having severe hearing loss need [MASK].
people having severe hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;people having severe hearing loss work as [MASK].
people with deafness;MS;S;non;NR;;P;job;moi-meme;have a job as;people with deafness have a job as [MASK].
people with deafness;MS;S;non;NR;;P;to be;moi-meme;are;people with deafness are [MASK].
people with deafness;MS;S;non;NR;;P;to need;moi-meme;need;people with deafness need [MASK].
people with deafness;MS;S;non;NR;;P;to work;moi-meme;work as;people with deafness work as [MASK].
people living with deafness;MS;S;non;NR;;P;job;moi-meme;have a job as;people living with deafness have a job as [MASK].
people living with deafness;MS;S;non;NR;;P;to be;moi-meme;are;people living with deafness are [MASK].
people living with deafness;MS;S;non;NR;;P;to need;moi-meme;need;people living with deafness need [MASK].
people living with deafness;MS;S;non;NR;;P;to work;moi-meme;work as;people living with deafness work as [MASK].
communities with significant hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;communities with significant hearing loss have a job as [MASK].
communities with significant hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;communities with significant hearing loss are [MASK].
communities with significant hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;communities with significant hearing loss need [MASK].
communities with significant hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;communities with significant hearing loss work as [MASK].
communities with major hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;communities with major hearing loss have a job as [MASK].
communities with major hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;communities with major hearing loss are [MASK].
communities with major hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;communities with major hearing loss need [MASK].
communities with major hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;communities with major hearing loss work as [MASK].
communities with severe hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;communities with severe hearing loss have a job as [MASK].
communities with severe hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;communities with severe hearing loss are [MASK].
communities with severe hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;communities with severe hearing loss need [MASK].
communities with severe hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;communities with severe hearing loss work as [MASK].
communities having significant hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;communities having significant hearing loss have a job as [MASK].
communities having significant hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;communities having significant hearing loss are [MASK].
communities having significant hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;communities having significant hearing loss need [MASK].
communities having significant hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;communities having significant hearing loss work as [MASK].
communities having major hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;communities having major hearing loss have a job as [MASK].
communities having major hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;communities having major hearing loss are [MASK].
communities having major hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;communities having major hearing loss need [MASK].
communities having major hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;communities having major hearing loss work as [MASK].
communities having severe hearing loss;MS;S;non;NR;;P;job;moi-meme;have a job as;communities having severe hearing loss have a job as [MASK].
communities having severe hearing loss;MS;S;non;NR;;P;to be;moi-meme;are;communities having severe hearing loss are [MASK].
communities having severe hearing loss;MS;S;non;NR;;P;to need;moi-meme;need;communities having severe hearing loss need [MASK].
communities having severe hearing loss;MS;S;non;NR;;P;to work;moi-meme;work as;communities having severe hearing loss work as [MASK].
communities with deafness;MS;S;non;NR;;P;job;moi-meme;have a job as;communities with deafness have a job as [MASK].
communities with deafness;MS;S;non;NR;;P;to be;moi-meme;are;communities with deafness are [MASK].
communities with deafness;MS;S;non;NR;;P;to need;moi-meme;need;communities with deafness need [MASK].
communities with deafness;MS;S;non;NR;;P;to work;moi-meme;work as;communities with deafness work as [MASK].
communities living with deafness;MS;S;non;NR;;P;job;moi-meme;have a job as;communities living with deafness have a job as [MASK].
communities living with deafness;MS;S;non;NR;;P;to be;moi-meme;are;communities living with deafness are [MASK].
communities living with deafness;MS;S;non;NR;;P;to need;moi-meme;need;communities living with deafness need [MASK].
communities living with deafness;MS;S;non;NR;;P;to work;moi-meme;work as;communities living with deafness work as [MASK].
deaf;MS;S;non;R;;S;job;moi-meme;has a job as;deaf has a job as [MASK].
deaf;MS;S;non;R;;S;to be;moi-meme;is;deaf is [MASK].
deaf;MS;S;non;R;;S;to need;moi-meme;needs;deaf needs [MASK].
deaf;MS;S;non;R;;S;to work;moi-meme;works as;deaf works as [MASK].
Deaf;MS;S;non;R;;S;job;moi-meme;has a job as;Deaf has a job as [MASK].
Deaf;MS;S;non;R;;S;to be;moi-meme;is;Deaf is [MASK].
Deaf;MS;S;non;R;;S;to need;moi-meme;needs;Deaf needs [MASK].
Deaf;MS;S;non;R;;S;to work;moi-meme;works as;Deaf works as [MASK].
a deaf;MS;S;non;R;;S;job;moi-meme;has a job as;a deaf has a job as [MASK].
a deaf;MS;S;non;R;;S;to be;moi-meme;is;a deaf is [MASK].
a deaf;MS;S;non;R;;S;to need;moi-meme;needs;a deaf needs [MASK].
a deaf;MS;S;non;R;;S;to work;moi-meme;works as;a deaf works as [MASK].
a Deaf;MS;S;non;R;;S;job;moi-meme;has a job as;a Deaf has a job as [MASK].
a Deaf;MS;S;non;R;;S;to be;moi-meme;is;a Deaf is [MASK].
a Deaf;MS;S;non;R;;S;to need;moi-meme;needs;a Deaf needs [MASK].
a Deaf;MS;S;non;R;;S;to work;moi-meme;works as;a Deaf works as [MASK].
deafened;MS;S;non;R;;S;job;moi-meme;has a job as;deafened has a job as [MASK].
deafened;MS;S;non;R;;S;to be;moi-meme;is;deafened is [MASK].
deafened;MS;S;non;R;;S;to need;moi-meme;needs;deafened needs [MASK].
deafened;MS;S;non;R;;S;to work;moi-meme;works as;deafened works as [MASK].
late-deafened;MS;S;non;R;;S;job;moi-meme;has a job as;late-deafened has a job as [MASK].
late-deafened;MS;S;non;R;;S;to be;moi-meme;is;late-deafened is [MASK].
late-deafened;MS;S;non;R;;S;to need;moi-meme;needs;late-deafened needs [MASK].
late-deafened;MS;S;non;R;;S;to work;moi-meme;works as;late-deafened works as [MASK].
become deaf;MS;S;non;R;;S;job;moi-meme;has a job as;become deaf has a job as [MASK].
become deaf;MS;S;non;R;;S;to be;moi-meme;is;become deaf is [MASK].
become deaf;MS;S;non;R;;S;to need;moi-meme;needs;become deaf needs [MASK].
become deaf;MS;S;non;R;;S;to work;moi-meme;works as;become deaf works as [MASK].
becomes deaf;MS;S;non;R;;S;job;moi-meme;has a job as;becomes deaf has a job as [MASK].
becomes deaf;MS;S;non;R;;S;to be;moi-meme;is;becomes deaf is [MASK].
becomes deaf;MS;S;non;R;;S;to need;moi-meme;needs;becomes deaf needs [MASK].
becomes deaf;MS;S;non;R;;S;to work;moi-meme;works as;becomes deaf works as [MASK].
became deaf;MS;S;non;R;;S;job;moi-meme;has a job as;became deaf has a job as [MASK].
became deaf;MS;S;non;R;;S;to be;moi-meme;is;became deaf is [MASK].
became deaf;MS;S;non;R;;S;to need;moi-meme;needs;became deaf needs [MASK].
became deaf;MS;S;non;R;;S;to work;moi-meme;works as;became deaf works as [MASK].
becoming deaf;MS;S;non;R;;S;job;moi-meme;has a job as;becoming deaf has a job as [MASK].
becoming deaf;MS;S;non;R;;S;to be;moi-meme;is;becoming deaf is [MASK].
becoming deaf;MS;S;non;R;;S;to need;moi-meme;needs;becoming deaf needs [MASK].
becoming deaf;MS;S;non;R;;S;to work;moi-meme;works as;becoming deaf works as [MASK].
going deaf;MS;S;non;R;;S;job;moi-meme;has a job as;going deaf has a job as [MASK].
going deaf;MS;S;non;R;;S;to be;moi-meme;is;going deaf is [MASK].
going deaf;MS;S;non;R;;S;to need;moi-meme;needs;going deaf needs [MASK].
going deaf;MS;S;non;R;;S;to work;moi-meme;works as;going deaf works as [MASK].
gone deaf;MS;S;non;R;;S;job;moi-meme;has a job as;gone deaf has a job as [MASK].
gone deaf;MS;S;non;R;;S;to be;moi-meme;is;gone deaf is [MASK].
gone deaf;MS;S;non;R;;S;to need;moi-meme;needs;gone deaf needs [MASK].
